0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
6257,2016-12-12,TOR,MIL,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,Pascal Siakam,Terrence Ross,none,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6258,2016-12-16,TOR,ATL,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,Pascal Siakam,Terrence Ross,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dwight Howard,Kent Bazemore,Mike Muscala,Paul Millsap,Taurean Prince,Tim Hardaway Jr,none,none,none,none,none,none,none,,,,,,,,,,
6259,2017-01-25,TOR,MEM,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,Pascal Siakam,Terrence Ross,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6260,2017-01-27,TOR,MIL,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,Pascal Siakam,Terrence Ross,none,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6261,2017-03-04,TOR,MIL,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6262,2017-03-10,TOR,ATL,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dwight Howard,Kent Bazemore,Mike Muscala,Paul Millsap,Taurean Prince,Tim Hardaway Jr,none,none,none,none,none,none,none,,,,,,,,,,
6263,2017-03-11,TOR,MIA,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,none,none,,,,,,,,,,
6264,2017-03-13,TOR,DAL,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6265,2017-03-16,TOR,OKC,0.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Domantas Sabonis,Doug McDermott,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Taj Gibson,Victor Oladipo,none,none,none,none,none,none,none,,,,,,,,,,
6266,2017-03-23,TOR,MIA,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,none,none,,,,,,,,,,
6267,2017-03-25,TOR,DAL,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6268,2017-04-07,TOR,MIA,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,none,none,,,,,,,,,,
6269,2017-04-12,TOR,CLE,1.0,Cory Joseph,Delon Wright,Demar DeRozan,Fred VanVleet,Jacob Poeltl,Jonas Valanciunas,Kyle Lowry,Norman Powell,P.J. Tucker,Pascal Siakam,Serge Ibaka,none,none,none,none,Kevin Love,Kyrie Irving,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6270,2021-04-22,DET,SAS,0.0,Cory Joseph,Frank Jackson,Hamidou Diallo,Isaiah Stewart,Jerami Grant,Josh Jackson,Killian Hayes,Mason Plumlee,Rodney McGruder,Saben Lee,Saddiq Bey,Tyler Cook,Wayne Ellington,none,none,Dejounte Murray,Demar DeRozan,Derrick White,Devin Vassell,Drew Eubanks,Gorgui Dieng,Jacob Poeltl,Keita Bates-Diop,Keldon Johnson,Lonnie Walker IV,Luka Samanic,Patty Mills,Qunnidary Weatherspoon,Rudy Gay,Tre Jones,Tre Mann,Trey Lyles,,,,,,,,
6271,2018-03-17,ATL,MIL,0.0,Damion Lee,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,Jaylen Morris,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
6272,2017-10-30,NYK,DEN,1.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Willy Hernangomez,none,none,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
6273,2017-11-24,NYK,ATL,0.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Willy Hernangomez,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
6274,2017-12-10,NYK,ATL,1.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Willy Hernangomez,none,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
6275,2018-01-07,NYK,DAL,1.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Willy Hernangomez,none,none,none,none,none,none,none,none,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,,,,,,,,,,
6276,2018-01-25,NYK,DEN,0.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Trey Burke,Willy Hernangomez,none,none,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
6277,2018-02-02,NYK,MIL,0.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,Willy Hernangomez,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
6278,2018-02-04,NYK,ATL,0.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,Willy Hernangomez,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dewayne Dedmon,John Collins,Kent Bazemore,Mike Muscala,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
6279,2018-02-06,NYK,MIL,0.0,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,Willy Hernangomez,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
6280,2018-03-09,NYK,MIL,0.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
6281,2018-03-13,NYK,DAL,0.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,none,none,Dennis Smith Jr,Dorian Finney-Smith,Doug McDermott,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,,,,,,,,,,
6282,2018-04-07,NYK,MIL,0.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Trey Burke,none,none,none,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
6283,2018-11-02,NYK,DAL,1.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kevin Knox II,Kristaps Porzingis,Luke Kornet,Mitchell Robinson,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,DeAndre Jordan,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Jalen Brunson,Luka Doncic,Maxi Kleber,Wesley Matthews,none,none,none,none,none,none,,,,,,,,,,
6284,2018-11-25,NYK,MEM,1.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kevin Knox II,Kristaps Porzingis,Luke Kornet,Mitchell Robinson,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,Dillon Brooks,Garrett Temple,JaMychal Green,Jaren Jackson Jr,Jevon Carter,Kyle Anderson,Mike Conley,Yuta Watanabe,none,none,none,none,none,none,none,,,,,,,,,,
6285,2018-12-29,NYK,UTA,0.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kevin Knox II,Kristaps Porzingis,Luke Kornet,Mitchell Robinson,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,Derrick Favors,Donovan Mitchell,Georges Niang,Grayson Allen,Jae Crowder,Joe Ingles,Raul Neto,Ricky Rubio,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,none,,,,,,,,,,
6286,2019-01-30,NYK,DAL,0.0,Damyean Dotson,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kevin Knox II,Kristaps Porzingis,Luke Kornet,Mitchell Robinson,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,DeAndre Jordan,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Jalen Brunson,Luka Doncic,Maxi Kleber,Wesley Matthews,none,none,none,none,none,none,,,,,,,,,,
6287,2019-02-03,NYK,MEM,0.0,Damyean Dotson,DeAndre Jordan,Dennis Smith Jr,Emmanuel Mudiay,Enes Freedom,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,Wesley Matthews,none,none,none,none,none,Dillon Brooks,Garrett Temple,JaMychal Green,Jaren Jackson Jr,Jevon Carter,Justin Haliday,Kyle Anderson,Mike Conley,Yuta Watanabe,none,none,none,none,none,none,,,,,,,,,,
6288,2019-03-03,NYK,LAC,0.0,Damyean Dotson,DeAndre Jordan,Dennis Smith Jr,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,,,,,,,,,,
6289,2019-03-06,NYK,PHO,0.0,Damyean Dotson,DeAndre Jordan,Dennis Smith Jr,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Kelly Oubre Jr,Mikal Bridges,Richaun Holmes,T.J. Warren,none,none,none,none,none,none,none,,,,,,,,,,
6290,2019-03-20,NYK,UTA,0.0,Damyean Dotson,DeAndre Jordan,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,none,Derrick Favors,Donovan Mitchell,Georges Niang,Grayson Allen,Jae Crowder,Joe Ingles,Raul Neto,Ricky Rubio,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,none,,,,,,,,,,
6291,2019-03-24,NYK,LAC,0.0,Damyean Dotson,DeAndre Jordan,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,none,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,,,,,,,,,,
6292,2019-04-01,NYK,CHI,1.0,Damyean Dotson,DeAndre Jordan,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,none,Lauri Markkanen,Otto Porter Jr,Robin Lopez,Shaquille Harrison,Timothe Luwawu-Cabarrot,Wendell Carter Jr,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
6293,2019-04-09,NYK,CHI,1.0,Damyean Dotson,DeAndre Jordan,Dennis Smith Jr,Emmanuel Mudiay,Frank Ntilikina,Kevin Knox II,Luke Kornet,Mitchell Robinson,none,none,none,none,none,none,none,Lauri Markkanen,Otto Porter Jr,Robin Lopez,Shaquille Harrison,Timothe Luwawu-Cabarrot,Wendell Carter Jr,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
6294,2016-11-08,DEN,MEM,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6295,2016-11-30,DEN,MIA,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,none,none,,,,,,,,,,
6296,2016-12-12,DEN,DAL,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Justin Anderson,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6297,2016-12-19,DEN,DAL,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Justin Anderson,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6298,2016-12-23,DEN,ATL,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dwight Howard,Kent Bazemore,Mike Muscala,Paul Millsap,Taurean Prince,none,none,none,none,none,none,none,none,,,,,,,,,,
6299,2017-02-01,DEN,MEM,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6300,2017-02-03,DEN,MIL,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6301,2017-02-06,DEN,DAL,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Justin Anderson,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6302,2017-02-08,DEN,ATL,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dwight Howard,Kent Bazemore,Mike Muscala,Paul Millsap,Taurean Prince,Tim Hardaway Jr,none,none,none,none,none,none,none,,,,,,,,,,
6303,2017-02-11,DEN,CLE,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Jusuf Nurkic,Malik Beasley,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Kevin Love,Kyrie Irving,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6304,2017-02-26,DEN,MEM,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6305,2017-03-01,DEN,MIL,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6306,2017-03-22,DEN,CLE,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Kevin Love,Kyrie Irving,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6307,2017-04-02,DEN,MIA,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,none,none,,,,,,,,,,
6308,2017-04-09,DEN,OKC,0.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Domantas Sabonis,Doug McDermott,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Taj Gibson,Victor Oladipo,none,none,none,none,none,none,none,,,,,,,,,,
6309,2017-04-11,DEN,DAL,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
6310,2017-04-12,DEN,OKC,1.0,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,Domantas Sabonis,Doug McDermott,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Taj Gibson,Victor Oladipo,none,none,none,none,none,none,none,,,,,,,,,,
6311,2019-02-13,LAC,PHO,1.0,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Kelly Oubre Jr,Mikal Bridges,Richaun Holmes,T.J. Warren,none,none,none,none,none,none,none,,,,,,,,,,
6312,2019-02-25,LAC,DAL,1.0,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Jalen Brunson,Justin Jackson,Kristaps Porzingis,Luka Doncic,Maxi Kleber,Tim Hardaway Jr,Trey Burke,none,none,none,none,none,none,,,,,,,,,,
6313,2019-02-27,LAC,UTA,0.0,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,Derrick Favors,Donovan Mitchell,Georges Niang,Grayson Allen,Jae Crowder,Joe Ingles,Raul Neto,Ricky Rubio,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,none,,,,,,,,,,
6314,2019-03-15,LAC,CHI,1.0,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Shai Gilgeous-Alexander,none,none,none,none,none,none,Lauri Markkanen,Otto Porter Jr,Robin Lopez,Shaquille Harrison,Timothe Luwawu-Cabarrot,Wendell Carter Jr,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
6315,2019-04-10,LAC,UTA,1.0,Danilo Gallinari,Garrett Temple,Ivica Zubac,JaMychal Green,Landry Shamet,Lou Williams,Montrezi Harrell,Patrick Beverley,Rodney McGruder,Shai Gilgeous-Alexander,none,none,none,none,none,Derrick Favors,Donovan Mitchell,Georges Niang,Grayson Allen,Jae Crowder,Joe Ingles,Raul Neto,Ricky Rubio,Royce O'Neale,Rudy Gobert,Tony Bradley,none,none,none,none,,,,,,,,,,
6316,2018-10-17,PHO,DAL,1.0,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Mikal Bridges,Richaun Holmes,T.J. Warren,Trevor Ariza,none,none,none,none,none,none,none,DeAndre Jordan,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Jalen Brunson,Luka Doncic,Maxi Kleber,Wesley Matthews,none,none,none,none,none,none,none,,,,,,,,,,
6317,2018-10-20,PHO,DEN,0.0,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Mikal Bridges,Richaun Holmes,T.J. Warren,Trevor Ariza,none,none,none,none,none,none,none,Gary Harris,Isaiah Thomas,Jamal Murray,Jarred Vanderbilt,Malik Beasley,Mason Plumlee,Michael Porter Jr,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,,,,,,,,,,
6318,2018-10-27,PHO,MEM,0.0,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Mikal Bridges,Richaun Holmes,T.J. Warren,Trevor Ariza,none,none,none,none,none,none,none,Dillon Brooks,Garrett Temple,JaMychal Green,Jaren Jackson Jr,Jevon Carter,Kyle Anderson,Mike Conley,Yuta Watanabe,none,none,none,none,none,none,none,,,,,,,,,,
6319,2018-11-04,PHO,MEM,1.0,De'Anthony Melton,Deandre Ayton,Devin Booker,Josh Jackson,Mikal Bridges,Richaun Holmes,T.J. Warren,Trevor Ariza,none,none,none,none,none,none,none,Dillon Brooks,Garrett Temple,JaMychal Green,Jaren Jackson Jr,Jevon Carter,Kyle Anderson,Mike Conley,Yuta Watanabe,none,none,none,none,none,none,none,,,,,,,,,,
